N,P,K,temperature,humidity,ph,rainfall,label
16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
36,59,46,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
118,88,52,28.65003945,82.68752542,5.8431631610000005,98.75084366,banana
32,56,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana
106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana
47,46,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
22,9,44,24.72235539,88.87651295,5.744361602000001,112.1926517,pomegranate
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana
36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,mungbean
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee
102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
102,25,50,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
83,23,55,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
81,36,38,23.76554749,87.98329901,6.334837865,150.31661519999997,jute
40,18,43,19.38603815,86.79058496,5.767372539,109.91309840000002,pomegranate
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea
80,18,52,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,mungbean
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
27,79,82,17.06579293,17.54024066,6.307004922999999,70.87150577,chickpea
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
82,26,47,28.50416396,93.46806467,6.565312652999999,24.20007242,muskmelon
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut
14,8,43,21.92513945,94.46485312,7.051654924,111.71620159999998,pomegranate
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
40,65,49,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
25,17,40,18.91251245,87.74938524,6.608023872,111.28005159999998,pomegranate
9,16,36,23.77989026,92.93386903,5.893332377999999,106.977723,pomegranate
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
54,65,47,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
27,8,30,26.44600063,98.29937782,6.008386282999999,221.2258168,coconut
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas
26,65,22,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton
94,5,55,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,mungbean
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,banana
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee
95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,mungbean
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
110,15,48,28.57819995,92.86597437,6.2125672110000005,27.598717800000006,muskmelon
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
5,24,40,24.692258,93.87030088,6.297907578999999,104.6735454,pomegranate
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
91,38,36,26.5232969,77.17331847,7.287318722999999,157.8548562,jute
90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans
87,21,52,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,muskmelon
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
133,47,23,24.88738107,75.62137159,6.827354668,89.76050416,cotton
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,kidneybeans
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea
5,13,37,22.34375696,89.7870345,5.648243648999999,103.3183074,pomegranate
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
114,40,17,24.32630461,80.13456404,6.363406102000001,69.45072055,cotton
95,75,45,28.98333432,82.95958244,5.829898502000001,109.022564,banana
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
116,81,55,26.42313317,83.69950440000002,5.915546415,95.12322062,banana
11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
101,17,47,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
115,31,30,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
118,18,52,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
107,45,25,23.0865933,83.55546146,7.2277455160000015,71.84080724,cotton
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas
27,59,22,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil
15,11,38,23.12808226,92.68328358,6.630646082999999,109.3930157,pomegranate
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
131,49,22,25.49848236,79.9751579,7.306918817000001,67.05961949,cotton
94,91,51,29.16093424,76.67484233,5.6180944460000015,109.575944,banana
18,23,44,23.71028128,89.61794165,6.184400085,105.64999070000002,pomegranate
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
127,53,24,22.21506982,76.17851932,6.127939627999999,70.40557612,cotton
66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
7,63,24,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil
86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
45,57,47,23.16855863,90.78821158,6.656458831,161.68920930000004,papaya
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225,kidneybeans
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee
42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
24,67,22,20.120043,22.89845607,5.618844277000001,104.6252153,kidneybeans
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice
9,25,41,24.81530144,91.90842992,5.972714857000001,109.2853418,pomegranate
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
30,75,81,19.41789736,16.80472243,6.4084378860000015,68.4951189,chickpea
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
102,11,47,27.98780984,92.78226196,6.504906978999999,27.14509034,muskmelon
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton
139,35,15,25.248679,83.4630147,5.898293044,86.55517751,cotton
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut
108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana
72,41,36,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
140,38,15,24.1472953,75.88298598,6.021439523,69.91563467,cotton
89,28,33,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee
20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,mungbean
134,52,18,23.9643129,76.59175937,7.994679507000001,76.13090645,cotton
101,17,55,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon
119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut
0,19,31,25.51791333,94.38420565,6.271952832999999,178.7297725,coconut
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
7,23,35,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
